id,SMILES,InChIKey,pSat_Pa,ChemPot_kJmol,FreeEnergy_kJmol,HeatOfVap_kJmol,MW,NumOfAtoms,NumOfC,NumOfO,NumOfN,NumHBondDonors,NumOfConf,NumOfConfUsed,parentspecies,C=C (non-aromatic),C=C-C=O in non-aromatic ring,hydroxyl (alkyl),aldehyde,ketone,carboxylic acid,ester,ether (alicyclic),nitrate,nitro,aromatic hydroxyl,carbonylperoxynitrate,peroxide,hydroperoxide,carbonylperoxyacid,nitroester
23496,C(=O)(O)C=CC(OO)(C(=O))OC(=O)C(=O)(OO),KLWLGKCUDLNHNV-UHFFFAOYSA-N,3.25961983e-08,11.02810352,-2685825.61382648,148.95512792,249.99609639200003,23,7,10,0,3,201.0,40.0,toluene,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0
30151,C(=O)(OO)C(O)C(=O)C(N(=O)(=O))(OO)OC(=O)C(=O),ATZUSFYMJPKMRC-UHFFFAOYSA-N,3.84257748e-05,19.623754960000003,-3122904.36385208,119.19345728000002,282.98117460000003,24,6,12,1,3,320.0,37.0,toluene,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0
74665,C(OO)C1(C(=O)(OON(=O)(=O)))OOC(O)(C1(O))C(=O),IKGSSBGVWTZJTD-UHFFFAOYSA-N,3.11495514e-06,12.13083856,-3125830.37718256,125.15331424,284.99682466400003,26,6,12,1,3,242.0,40.0,toluene,0,0,2,1,0,0,0,0,0,0,0,1,1,1,0,0
79291,C1(=O)C(O)C(=O)CC(=O)C1,FMHCCWXXNKWINM-UHFFFAOYSA-N,0.0698476596,14.71793128,-1400487.91693936,85.20837336,142.026608672,16,6,4,0,1,5.0,3.0,,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
109370,CC(=O)C(=O)OC(OO)C(N(=O)(=O))C(=O)C(=O)(OO),XGDMVCSIFWVXFE-UHFFFAOYSA-N,2.9074551600000003e-05,18.616708,-3028624.4300976004,121.32311328000002,281.001910044,26,7,11,1,2,208.0,40.0,toluene,0,0,0,0,2,0,1,0,0,1,0,0,0,1,1,0
95003,C1(ON(=O)(=O))C(=O)C(OO)C(=O)OOC1(C)C(=O)(OO),ZBYPHAHQRBNPBJ-UHFFFAOYSA-N,0.000317158149,16.42173976,-3225923.5818336,111.7558952,296.996824664,27,7,12,1,2,80.0,20.0,toluene,0,0,0,0,2,0,0,0,1,0,0,0,1,1,1,0
160229,CC1(C)OOC(=O)C(OO)C1(OO)C(ON(=O)(=O)),HQTGUDRAVHEEJE-UHFFFAOYSA-N,0.0309732455,11.563488160000002,-2837036.05058848,93.1153384,269.038295552,29,7,10,1,2,119.0,18.0,apin,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,0
89630,C1(O)(OO)C(N(=O)(=O))(C(=O))OOC1(C)C(=O)C(=O),BEUIJFLXSHIWSX-UHFFFAOYSA-N,1.60477718e-05,15.171769760000002,-2830879.05003368,128.53038800000002,265.006995424,25,7,10,1,2,83.0,16.0,toluene,0,0,1,2,1,0,0,0,0,1,0,0,1,1,0,0
143071,CC(ON(=O)(=O))(C)C(O)(C(ON(=O)(=O)))C(=O)(OO),JFJWFQSMUUHVHR-UHFFFAOYSA-N,0.4632699129999999,13.9649368,-2879362.30611472,83.59807728000001,270.03354452,28,6,10,2,2,101.0,4.0,apin,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0
27414,C(=O)(OO)C(=O)C(OO)(C)OC(=O),AYOUOGMRMLPEAN-UHFFFAOYSA-N,0.00214471802,12.867766480000002,-2090409.2542876003,99.6291988,194.006267152,19,5,8,0,2,86.0,40.0,toluene,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
76896,C1(=O)C(=O)OOC1(C(ON(=O)(=O)))C(O)C(=O)(OON(=O)(=O)),KXIYNGGAZAKXSC-UHFFFAOYSA-N,0.122595689,15.68635992,-3462452.1288197604,89.64542168,311.971338188,25,6,13,2,1,91.0,40.0,toluene,0,0,1,0,2,0,0,0,1,0,0,1,1,0,0,0
13372,C(=O)(O)C(ON(=O)(=O))(C(OO))C(C(=O))OOC(=O),BTHUOXDPDBVVEL-UHFFFAOYSA-N,2.6668374e-06,14.07849056,-2928436.63332352,131.52588096000002,269.00191004400006,25,6,11,1,2,542.0,40.0,toluene,0,0,0,2,0,1,0,0,1,0,0,0,1,1,0,0
64622,C(ON(=O)(=O))C(=O)C1CC(C(OO))C1(ON(=O)(=O))C,PDTIYAQURLVAPM-UHFFFAOYSA-N,0.0003799498089999,9.6851232,-2885034.3738312004,106.10101,280.054279964,31,8,9,2,1,71.0,40.0,apin,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0
96777,C1(ON(=O)(=O))OC1C(OO)C(O)(C(=O)(O))C(=O),BTWLWCXRHDULMV-UHFFFAOYSA-N,9.80145853e-07,10.64330104,-2730965.41755816,136.39739584,253.006995424,24,6,10,1,3,339.0,9.0,toluene,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0
50305,C(=O)C(O)C1OC1(C(=O))C(=O),UJWIGASYUZZBBC-UHFFFAOYSA-N,0.0067135956599999,12.99370488,-1597908.66194952,89.48337536,158.021523292,17,6,5,0,1,29.0,16.0,toluene,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0
35901,C(=O)(OO)C1OOC(O)(C1(O)C)C(OO)C(=O),ODXDRDCEYDAIOI-UHFFFAOYSA-N,2.71823152e-08,13.3938208,-2691911.68968184,137.73845151999998,254.02739652,27,7,10,0,4,164.0,5.0,toluene,0,0,2,1,0,0,0,0,0,0,0,0,1,1,1,0
104468,C2(O)(OO)C(=O)C=CC1OC12C(=O)(O),YGZOYEPYMCYMSJ-UHFFFAOYSA-N,3.43247799e-05,9.3200692,-2093135.33086856,115.3470224,202.011352532,20,7,7,0,3,33.0,11.0,toluene,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0
32488,C(=O)(OO)C(ON(=O)(=O))C(OO)(C1(O))OOC1C(=O),HJMVDGQGHQXEGP-UHFFFAOYSA-N,6.16993164e-05,14.966921120000002,-3125791.37577552,119.47135856,284.996824664,26,6,12,1,3,199.0,11.0,toluene,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0
28787,C(=O)(OO)C(C(=O))C(=O)C(ON(=O)(=O))OC(=O),RCRCLLYIAABXSI-UHFFFAOYSA-N,0.1675890259999999,16.333582879999998,-2727883.2590631205,83.8810412,250.99134536,22,6,10,1,1,106.0,40.0,toluene,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0
86406,C1(O)(O)C(=O)OOC1(C(ON(=O)(=O)))C(=O)C(=O)(O),JMKNDPGNIYOMBL-UHFFFAOYSA-N,0.000164102954,12.45375968,-2925541.72912088,111.22854384,266.98625998,23,6,11,1,3,121.0,36.0,toluene,0,0,2,0,2,1,0,0,1,0,0,0,1,0,0,0
97439,C1(OO)OC1(C(OO))C(=O)C(=O)C(=O)C(=O),NEDRYYJWJBRUID-UHFFFAOYSA-N,0.000963733918,14.6416988,-2487943.0040436,102.6807992,234.001181772,22,7,9,0,2,203.0,40.0,toluene,0,0,0,1,3,0,0,1,0,0,0,0,0,2,0,0
146269,CC(ON(=O)(=O))CC(=O)C(=O)C(OO)CC(=O)CC,PWDMGPKDUMCLBF-UHFFFAOYSA-N,0.00371142998,12.00025592,-2748898.34962608,96.15308976,277.07976644,34,10,8,1,1,183.0,40.0,decane,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0
118943,CC(=O)C(ON(=O)(=O))CC(C(OO)(C)C)C(O)C(=O),GOHRZAJGPKEBCF-UHFFFAOYSA-N,8.757069220000001e-07,9.11961376,-2752051.42620984,124.92783848,279.095416504,36,10,8,1,2,412.0,40.0,apin,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0
117813,CC(=O)C(ON(=O)(=O))C(ON(=O)(=O))C(C(OO))C(=O)C,ZQPNUGBZMMRQLU-UHFFFAOYSA-N,0.0122860625,14.329572400000002,-3082699.06039248,99.05816648,296.049194584,32,8,10,2,1,180.0,40.0,apin,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0
2939,C(=O)(O)C(=O)C(=O)C(O)(C(=O))C(=O)OC(=O),VYJOHPLUDDOAJH-UHFFFAOYSA-N,0.0239631501999999,20.07068984,-2485443.9897536,97.77271616,231.985531708,20,7,9,0,2,102.0,3.0,toluene,0,0,1,1,2,1,2,0,0,0,0,0,0,0,0,0
13226,C(=O)(O)C(ON(=O)(=O))(C(=O))C(OO)C(=O),MBNWYYHAXYUCMO-UHFFFAOYSA-N,0.00100930355,11.9101744,-2430137.73006456,102.78569208000002,222.99643074,20,5,9,1,2,224.0,40.0,toluene,0,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0
26791,C(=O)(OO)C(=O)C(O)(C)C(=O)(OON(=O)(=O)),VIDXAIZKGKERFD-UHFFFAOYSA-N,0.152471233,14.98733904,-2627607.51343752,83.59611079999999,238.99134536,21,5,10,1,2,47.0,17.0,toluene,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
136427,CC(O)C(=O)CC(=O)C(=O)CC(ON(=O)(=O))CC,LEFHIXGGLIXIDF-UHFFFAOYSA-N,0.00148622991,9.71123136,-2551519.79515144,104.78150192,261.08485182000004,33,10,7,1,1,130.0,40.0,decane,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0
6333,C(=O)(O)C(=O)OC(=O)C=C(C(=O)(OO))C(=O),ZLMVDUHKNNZKOR-UHFFFAOYSA-N,1.29876219e-05,12.68517672,-2485289.66592608,121.07023232,231.985531708,20,7,9,0,2,46.0,12.0,toluene,1,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0
22592,C(=O)(O)C1OOC(O)(C(=O))C1(O)C,LUIXYOHGYNHVLV-UHFFFAOYSA-N,6.73885817e-07,8.800918480000002,-1996301.7794484,132.8637568,192.027002596,21,6,7,0,3,43.0,3.0,toluene,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0
144187,CC(ON(=O)(=O))(C)C(OO)CC(=O)C(O)(C)C(=O)(OON(=O)(=O)),GUYFBYNFXCPXGT-UHFFFAOYSA-N,0.000403819894,8.607450320000002,-3581014.4146792,114.2606468,342.054673888,37,9,12,2,2,466.0,40.0,apin,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
93153,C1(O)C(ON(=O)(=O))OOC1C(ON(=O)(=O))(OO)C(=O)C,RYENOSMYCXFJDJ-UHFFFAOYSA-N,0.000691445433,8.55740968,-3271137.3324516,110.96043312,300.007723696,28,6,12,2,2,203.0,40.0,toluene,0,0,1,0,1,0,0,0,2,0,0,0,1,1,0,0
84126,C1(=O)OC1C(O)(C(ON(=O)(=O)))C(=O)C(=O)(OO),CPWJBQFFKDETMS-UHFFFAOYSA-N,0.00115652258,16.487846960000002,-2727774.3245228003,100.99690656,250.99134536000005,22,6,10,1,2,124.0,37.0,toluene,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
87071,C1(O)(O)C(C(=O)(O))OOC1C(=O)C(=O)(OON(=O)(=O)),OVDNKKNJOPWLEE-UHFFFAOYSA-N,7.196598990000001e-07,12.84517288,-3122940.56921744,135.28202512,282.98117460000003,24,6,12,1,3,156.0,12.0,toluene,0,0,2,0,1,1,0,0,0,0,0,1,1,0,0,0
98689,C1(OO)OC1C(ON(=O)(=O))(C(OO))C(O)C(=O)(OO),LPCQDKKSABUQIN-UHFFFAOYSA-N,2.83951628e-06,13.31834144,-3128882.87182888,134.61463528000002,287.012474728,28,6,12,1,4,443.0,23.0,toluene,0,0,1,0,0,0,0,1,1,0,0,0,0,2,1,0
4020,C(=O)(O)C(=O)C(O)(O)C(=O)OC(=O)C(=O),OJYWYVSRHIJNJY-UHFFFAOYSA-N,1.80367425e-06,20.608292,-2385385.16210176,128.24470448000002,219.985531708,19,6,9,0,3,80.0,2.0,toluene,0,0,2,1,1,1,2,0,0,0,0,0,0,0,0,0
8248,C(=O)(O)C(C(ON(=O)(=O)))OOC(OO)C(=O),DREDIPCFYSCYPR-UHFFFAOYSA-N,0.000733517628,15.608914079999998,-2630724.58247544,108.57245696,241.006995424,23,5,10,1,2,460.0,40.0,toluene,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0
75568,C(OO)C1OOC(O)(C1(O)(N(=O)(=O)))C(=O)(OO),WSHGMDYWGIKSSW-UHFFFAOYSA-N,5.99343953e-05,14.19375976,-2828208.17329944,117.83842704,257.001910044,24,5,11,1,4,197.0,40.0,toluene,0,0,2,0,0,0,0,0,0,1,0,0,1,1,1,0
100462,C12OOC(C1(O)(O))C(ON(=O)(=O))C(O)(C2(=O))C(=O)(O),KXXLBMUUTLLCPO-UHFFFAOYSA-N,5.32668273e-07,9.997249600000002,-3028811.57882768,135.53892272,281.001910044,26,7,11,1,4,29.0,10.0,toluene,0,0,3,0,1,1,0,0,1,0,0,0,1,0,0,0
4062,C(=O)(O)C(=O)C(O)(O)C(ON(=O)(=O))(C)C(=O)(OO),AHPDOBDNNRMCLA-UHFFFAOYSA-N,7.13271335e-05,15.61786784,-2928735.29264088,118.50159104,269.001910044,25,6,11,1,4,335.0,26.0,toluene,0,0,2,0,1,1,0,0,1,0,0,0,0,0,1,0
28090,C(=O)(OO)C(=O)OC(=O)C(O)C(OO)(C)C(=O),LQDXIBCUMJUMFQ-UHFFFAOYSA-N,3.1910715600000004e-06,9.8671272,-2688988.63644768,130.73497944,252.011746456,25,7,10,0,3,242.0,40.0,toluene,0,0,1,1,0,0,2,0,0,0,0,0,0,1,1,0
106182,CC(=O)C(=O)C(C)(C)C(ON(=O)(=O))(C(ON(=O)(=O)))CC(=O)(O),AJJCERVMSGGQQI-UHFFFAOYSA-N,0.0001911230779999,11.80063728,-3286325.01559536,113.8589828,322.064844648,36,10,10,2,1,354.0,40.0,apin,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0
161379,CCCCCCCC(ON(=O)(=O))C(OO),HIBPWRXBEMLPIH-UHFFFAOYSA-N,0.1774590389999999,-1.02315536,-2062314.1809286403,85.28920824000001,221.126322708,34,9,5,1,1,59.0,40.0,decane,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
126809,CC(=O)CC(O)CC(ON(=O)(=O))C(ON(=O)(=O))C(=O)C(=O)C,NWCRTCHXTUQHEB-UHFFFAOYSA-N,4.457734589999999e-05,12.36259032,-3286288.1185311205,122.35831856,322.064844648,36,10,10,2,1,307.0,40.0,decane,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0
98334,C1(OO)OC1C(C(=O)(O))=CC(=O)(OO),BSUIFSRKWLJTRG-UHFFFAOYSA-N,0.000377966001,14.284176,-2190456.6784056,111.50217744,206.006267152,20,6,8,0,3,49.0,20.0,toluene,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
80855,C1(=O)C(OO)(C)C(=O)C(=O)OOC1C(=O)(OON(=O)(=O)),UPQYBOBSBSBLEZ-UHFFFAOYSA-N,0.372526117,14.656468320000002,-3222724.01121928,81.8844364,294.98117460000003,25,7,12,1,1,51.0,27.0,toluene,0,0,0,0,3,0,0,0,0,0,0,1,1,1,0,0
2965,C(=O)(O)C(=O)C(=O)C(O)(C)C(O)(ON(=O)(=O))C(=O)(OO),LAZRERLMTYMMBZ-UHFFFAOYSA-N,2.1553825900000003e-06,12.7699864,-3226397.7719590403,133.20989912000002,296.996824664,27,7,12,1,4,462.0,9.0,toluene,0,0,2,0,2,1,0,0,1,0,0,0,0,0,1,0
11108,C(=O)(O)C(O)C(=O)C1(C(OO))OC1C(=O),SNVJJHSNBIJTKK-UHFFFAOYSA-N,9.33852408e-07,9.33768384,-2293888.54321976,133.1742096,220.021917216,23,7,8,0,3,269.0,26.0,toluene,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0
141440,CC(ON(=O)(=O))(C(OO))C(CC(=O)(OON(=O)(=O)))C(O)C(=O),BZQDKTMBFOSRFY-UHFFFAOYSA-N,1.95385051e-06,11.48461976,-3477707.11863264,132.50196632,328.039023824,34,8,12,2,2,422.0,40.0,apin,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0
92909,C1(O)C(ON(=O)(=O))OOC1(C(=O)(OON(=O)(=O)))C(O)C(=O),LDOYYZRTKHVPFE-UHFFFAOYSA-N,6.13125106e-05,10.51363888,-3465589.8544330406,123.54109352,313.986988252,27,6,13,2,2,138.0,19.0,toluene,0,0,2,1,0,0,0,0,1,0,0,1,1,0,0,0
125313,CC(=O)C=C(OO)C(N(=O)(=O))(OO)OC(=O)C(=O),NCNNVYNCBBWONW-UHFFFAOYSA-N,0.00432999835,11.01735064,-2830894.749364,98.33366504,265.006995424,25,7,10,1,2,225.0,40.0,toluene,1,0,0,1,1,0,1,0,0,1,0,0,0,2,0,0
112529,CC(=O)C(C)C(OO)C(OO)C(ON(=O)(=O)),JZTKNQKKNKJYTL-UHFFFAOYSA-N,0.000433575563,7.102507360000001,-2445209.05294664,110.1216248,239.064116376,29,7,8,1,2,300.0,40.0,apin,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0
36712,C(=O)(OO)CC(=O)CCC(=O)CCC(=O)(OON(=O)(=O)),IIECWVTZXOQWJU-UHFFFAOYSA-N,0.000120425512,14.29384104,-3037602.8452799204,116.36285576000002,293.038295552,31,9,10,1,1,156.0,40.0,decane,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0
39446,C(=O)(OON(=O)(=O))C(O)(C(=O)(OON(=O)(=O)))C(OO)C1OC1(O)C(=O),CPOZREVQKLJPGT-UHFFFAOYSA-N,4.01135964e-06,15.10315216,-4158235.7639632,135.65260200000003,373.9717321119999,31,7,16,2,3,466.0,8.0,toluene,0,0,2,1,0,0,0,1,0,0,0,2,0,1,0,0
71204,C(OO)C(=O)C(ON(=O)(=O))CC(C(OO)(C)C)CC(=O),ZUPNHRMJNKAZSL-UHFFFAOYSA-N,2.2563454800000002e-07,11.425458,-2949423.6891618404,138.49763832,295.090331124,37,10,9,1,2,503.0,40.0,apin,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0
80097,C1(=O)C(ON(=O)(=O))C(ON(=O)(=O))C(OO)OC(=O)C1(O)(O),SNBOMILVHUJTBW-UHFFFAOYSA-N,9.22598018e-07,14.6923252,-3465801.60186144,136.89131704000002,313.98698825199995,27,6,13,2,3,94.0,8.0,toluene,0,0,2,0,1,0,1,0,2,0,0,0,0,1,0,0
68165,C(ON(=O)(=O))C1(O)C(ON(=O)(=O))(C(=O))OOC1C(=O)C(=O),OXDBOFOATMUJGY-UHFFFAOYSA-N,0.0102725616,11.869464080000002,-3368177.083358,98.36889432,309.992073632,27,7,12,2,1,121.0,39.0,toluene,0,0,1,2,1,0,0,0,2,0,0,0,1,0,0,0
22202,C(=O)(O)C1OC1C(ON(=O)(=O))C(ON(=O)(=O))(C(=O)(O))C(=O),BMEKYIOAWHRSQH-UHFFFAOYSA-N,7.46411134e-06,10.3894996,-3368513.6336906403,129.4734616,309.9920736319999,27,7,12,2,2,262.0,40.0,toluene,0,0,0,1,0,2,0,1,2,0,0,0,0,0,0,0
162027,CCCCC(O)CCC(=O)C(OO),LYDPKADDCCZWEG-UHFFFAOYSA-N,0.000494985275,-1.4451536,-1719580.92442296,110.22513696,190.120509056,31,9,4,0,2,230.0,40.0,decane,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
41087,C(=O)(OON(=O)(=O))C(O)C(OO)(C)C(O)C(=O)C(=O),UCBOLPMNLWQHJS-UHFFFAOYSA-N,0.0001696517429999,9.97335896,-3031681.1768594403,118.92158096000004,283.017560108,28,7,11,1,3,507.0,40.0,toluene,0,0,2,1,1,0,0,0,0,0,0,1,0,1,0,0
95467,C1(ON(=O)(=O))C=CC(=O)OOC1(C(=O)(O))C(=O)(O),QTOVBNNVIDRLAO-UHFFFAOYSA-N,7.54224815e-06,8.74146384,-2828056.95090376,124.12748112,262.99134536,23,7,10,1,2,68.0,21.0,toluene,1,1,0,0,1,2,0,0,1,0,0,0,1,0,0,0
127540,CC(=O)CC(ON(=O)(=O))CC(OO)C,JSYLHHUCBKCIQB-UHFFFAOYSA-N,0.0330539863,9.72621008,-2050245.31966776,88.89740616,207.074287136,27,7,6,1,1,63.0,40.0,decane,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
5166,C(=O)(O)C(=O)C(OO)C(C(=O))OOC(=O)C(=O),NYVQQWXUOQDGHP-UHFFFAOYSA-N,2.82847847e-06,19.14790864,-2685743.66495648,126.96737112,249.996096392,23,7,10,0,2,467.0,40.0,toluene,0,0,0,2,2,1,0,0,0,0,0,0,1,1,0,0
69277,C(ON(=O)(=O))CCC(=O)CCC(O)CC(OO)C(ON(=O)(=O)),ZPAVGQYRJKHPRA-UHFFFAOYSA-N,1.5998940700000002e-08,1.4011797600000002,-3292438.50506056,156.78728304,326.096144776,40,10,10,2,2,837.0,40.0,decane,0,0,1,0,1,0,0,0,2,0,0,0,0,1,0,0
146735,CC(ON(=O)(=O))CC(C(=O)(OON(=O)(=O)))C(=O)C,LXWUWGBYHDSJIS-UHFFFAOYSA-N,2.446,12.512754080000002,-2781911.25871984,74.69866744000001,266.03862990000005,28,7,9,2,0,21.0,21.0,apin,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
17513,C(=O)(O)C(OO)C(ON(=O)(=O))C1OC1(C(=O)(N(=O)(=O)))C(=O)(OO),LHPTYKLSICYVTO-UHFFFAOYSA-N,6.42683888e-07,16.16793832,-3763336.86745456,136.46521848000003,341.9819028719999,29,7,14,2,3,389.0,40.0,toluene,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0
23357,C(=O)(O)C=C(OO)C1OC1(O)C(=O),PONZCNZIOIAGCQ-UHFFFAOYSA-N,4.71710952e-08,7.058366160000001,-1993013.2726004,142.02198888,190.011352532,19,6,7,0,3,57.0,5.0,toluene,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0
20866,C(=O)(O)C1(OO)OC1C(ON(=O)(=O))C(=O)C(=O)(OON(=O)(=O)),DMLMZYRRJMDABL-UHFFFAOYSA-N,0.00129862109,15.82543608,-3659992.5990736,110.0023808,327.9662528079999,26,6,14,2,2,145.0,40.0,toluene,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0
25089,C(=O)(O)CC1(N(=O)(=O))OC1(O)C(=O)C(=O)(OON(=O)(=O)),BZBMUMUVCVYXFV-UHFFFAOYSA-N,0.000398999816,10.501505280000002,-3265129.6051342404,111.56903776,295.976423568,24,6,12,2,2,145.0,40.0,toluene,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
47260,C(=O)C(=O)C(N(=O)(=O))(C1(O))OOC1C(=O)C(=O),MKTKIWAIZPIJIJ-UHFFFAOYSA-N,0.0001101103899999,15.92225384,-2630298.62642248,117.52734664,246.99643074,22,7,9,1,1,42.0,25.0,toluene,0,0,1,2,2,0,0,0,0,1,0,0,1,0,0,0
147479,CC(ON(=O)(=O))CCC(O)CC(OO)CCC,NTNZWNWQVGUFNB-UHFFFAOYSA-N,0.000117714731,-2.43994144,-2363217.7937966404,120.25832712,251.136887392,38,10,6,1,2,254.0,40.0,decane,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
5260,C(=O)(O)C(=O)C(OO)C1(C)OC1C(=O),LAARXXQCKGSDFP-UHFFFAOYSA-N,6.601575529999999e-05,12.77220392,-2096270.11044376,113.35238408,204.027002596,22,7,7,0,2,61.0,18.0,toluene,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0
3579,C(=O)(O)C(=O)C(C(ON(=O)(=O)))OOC(=O)C(=O),XRTSDWNYNJKIQV-UHFFFAOYSA-N,0.000749291385,17.316990240000003,-2727865.37585216,107.9662372,250.99134536,22,6,10,1,1,123.0,40.0,toluene,0,0,0,1,2,1,0,0,1,0,0,0,1,0,0,0
9466,C(=O)(O)C(O)(C(=O)(O))C(C(=O)(OON(=O)(=O)))OOC(=O),ZRSQCNSIUHBPEU-UHFFFAOYSA-N,7.935425559999999e-07,14.188948160000002,-3320642.7460504803,136.56479768,298.97608922,25,6,13,1,3,549.0,14.0,toluene,0,0,1,1,0,2,0,0,0,0,0,1,1,0,0,0
131769,CC(C(=O))C(C)(C(=O)(OO))C(OO)C(=O),NSYJRBAVLNEVAQ-UHFFFAOYSA-N,0.0015746511699999,9.747130080000002,-2202564.77592144,108.07234344,220.058302724,27,8,7,0,2,132.0,13.0,apin,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0
36216,C(=O)(OO)C=C(OO)C1(C(OO))OC1C(=O)(OON(=O)(=O)),XEAAVYGMZNNTNG-UHFFFAOYSA-N,4.43640469e-05,10.63012144,-3423213.67140216,124.34822896,312.991739284,28,7,13,1,3,311.0,7.0,toluene,1,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0
161456,CCCCCCC(=O)CC(OO)C(O),AYZXZMYFPZFTDK-UHFFFAOYSA-N,0.00103868576,-3.16004968,-1822855.2387506403,109.79849448,204.13615912,34,10,4,0,2,268.0,40.0,decane,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
47176,C(=O)C(=O)C(=O)OOC(=O)C(=O),RYDUQRJJSVVJQN-UHFFFAOYSA-N,106.28799999999998,22.82049832,-1886545.03706256,57.813089440000006,173.98005240400002,14,5,7,0,0,2.0,2.0,toluene,0,0,0,2,3,0,0,0,0,0,0,0,1,0,0,0
38995,C(=O)(OON(=O)(=O))C(=O)OOC(ON(=O)(=O))(C(=O))C(O)C(=O),XBYJOIYPQQIHFH-UHFFFAOYSA-N,0.000389237419,21.91541544,-3660272.42867552,103.16099688,327.9662528079999,26,6,14,2,1,125.0,25.0,toluene,0,0,1,2,1,0,0,0,1,0,0,1,1,0,0,0
96549,C1(ON(=O)(=O))OC1C(O)C(OO)(C(=O)(OO))C(=O)(OO),BPYGIUOXDFETNG-UHFFFAOYSA-N,7.078317649999999e-09,12.34920152,-3323371.7861168003,151.12444824,300.991739284,27,6,13,1,4,398.0,4.0,toluene,0,0,1,0,0,0,0,1,1,0,0,0,0,1,2,0
140147,CC(ON(=O)(=O))(C(=O))C(C)(C(=O))C(=O),IWLADDMXUACWEQ-UHFFFAOYSA-N,0.6906479659999999,11.70030496,-2044013.45718584,71.95877504,203.042987008,23,7,6,1,0,10.0,10.0,apin,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0
43739,C(=O)(OON(=O)(=O))C1(C(=O)(OON(=O)(=O)))OC1(O)C(O)C(=O),UYNMCYOPFRIRDP-UHFFFAOYSA-N,0.275899686,19.775927040000003,-3659997.932292881,88.29545408,327.966252808,26,6,14,2,2,108.0,40.0,toluene,0,0,2,1,0,0,0,1,0,0,0,2,0,0,0,0
17466,C(=O)(O)C(OO)C(ON(=O)(=O))C(O)(O)C(=O)C(=O),QNZOSYBDZYKSLJ-UHFFFAOYSA-N,3.9921114e-09,10.992581360000004,-2928648.0375802405,158.89288104,269.00191004400006,25,6,11,1,4,822.0,6.0,toluene,0,0,2,1,1,1,0,0,1,0,0,0,0,1,0,0
59834,C(O)C(OO)(C(=O)(N(=O)(=O)))OC(=O)C=CC(=O)(O),BWPMOJDTCPBFOL-UHFFFAOYSA-N,6.14147428e-07,14.451075760000002,-2831233.93708104,134.58982416,265.006995424,25,7,10,1,3,858.0,40.0,toluene,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0
69044,C(ON(=O)(=O))CC(=O)CCCC(=O)(OON(=O)(=O)),LQFLLDUWZPNBBJ-UHFFFAOYSA-N,0.0490944901,10.23013104,-2781913.79070928,90.01792320000001,266.03862990000005,28,7,9,2,0,21.0,21.0,decane,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
