"parentspecies","pSat_Pa","MW","NumOfAtoms","NumOfC","NumOfO","NumOfN","NumHBondDonors","NumOfConf","NumOfConfUsed","C.C..non.aromatic.","C.C.C.O.in.non.aromatic.ring","hydroxyl..alkyl.","aldehyde","ketone","carboxylic.acid","ester","ether..alicyclic.","nitrate","nitro","aromatic.hydroxyl","carbonylperoxynitrate","peroxide","hydroperoxide","carbonylperoxyacid","nitroester"
"toluene",3.63191439e-05,272.996824664,25,5,12,1,3,313,29,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0
"toluene",0.0133637949,315.966252808,25,5,14,2,3,117,40,0,0,2,0,0,0,0,1,1,0,0,1,0,0,1,0
"toluene",6.18678749e-05,296.996824664,27,7,12,1,2,64,6,0,0,0,1,2,0,0,0,1,0,0,0,1,2,0,0
"toluene",0.0297003348,246.99643074,22,7,9,1,1,118,40,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,0
"toluene",2.31003954e-05,220.021917216,23,7,8,0,3,269,34,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0
"toluene",9.2304083e-09,252.011746456,25,7,10,0,4,93,2,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0
"toluene",0.000940924683,345.976817492,29,6,15,2,3,273,20,0,0,2,1,0,0,0,0,1,0,0,1,1,1,0,0
"toluene",6.98918399e-05,246.99643074,22,7,9,1,1,37,20,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0
"toluene",0.000746084796,250.99134536,22,6,10,1,2,133,17,0,0,1,1,2,0,0,1,1,0,0,0,0,1,0,0
"toluene",0.0007381921089999,293.997159012,26,7,11,2,2,84,20,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0
"toluene",0.000680855541,266.98625998,23,6,11,1,2,396,40,0,0,0,3,0,1,0,0,0,1,0,0,1,1,0,0
"toluene",0.00637885696,172.000787848,16,6,6,0,1,7,6,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
"toluene",0.00542298087,310.97608922,26,7,13,1,2,275,40,0,0,1,1,1,0,2,0,0,0,0,1,0,1,0,0
"toluene",4.83712046e-09,249.012080804,24,7,9,1,3,239,19,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0
"toluene",0.0001403399919999,345.976817492,29,6,15,2,3,445,40,0,0,2,1,0,0,0,0,1,0,0,1,1,1,0,0
"apin",1.065,233.053551692,27,8,7,1,0,12,12,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
"toluene",0.0054936728,206.006267152,20,6,8,0,1,99,37,0,0,0,3,1,0,0,0,0,0,0,0,1,1,0,0
"toluene",0.280541827,251.027730868,26,7,9,1,3,150,20,1,1,1,0,1,0,0,0,1,0,0,0,0,2,0,0
"decane",0.00015449517,324.080494712,38,10,10,2,1,313,40,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0
"toluene",0.00711779981,298.97608922,25,6,13,1,2,465,40,0,0,0,1,1,0,1,0,0,0,0,1,0,2,0,0
"toluene",0.000405409472,325.986988252,28,7,13,2,2,389,40,0,0,2,2,0,0,0,1,1,0,0,1,0,0,0,0
"apin",6.86531736e-08,196.058302724,25,6,7,0,4,715,40,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0
"decane",1.16073102e-05,310.064844648,35,9,10,2,1,280,40,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0
"decane",0.363455183,163.048072388,20,5,5,1,1,43,37,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"toluene",0.212651669,307.976423568,25,7,12,2,1,43,24,0,0,1,0,2,0,0,1,0,1,0,1,0,0,0,0
"apin",6.04422498e-05,263.064116376,31,9,8,1,2,22,11,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0
"toluene",0.000474742262,313.986988252,27,6,13,2,2,189,33,0,0,0,1,0,0,0,1,2,0,0,0,0,1,1,0
"toluene",1.87293711e-07,312.991739284,28,7,13,1,4,121,15,1,0,2,0,0,0,0,0,0,0,0,1,1,2,0,0
"toluene",0.0871250444,250.99134536,22,6,10,1,2,176,30,0,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0
"toluene",0.00115787121,209.017166184,21,5,8,1,2,171,33,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0
"toluene",0.00447341565,250.99134536,22,6,10,1,2,82,12,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0
"toluene",0.000613656084,254.98625998,22,5,11,1,3,334,29,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0
"toluene",0.771221543,142.026608672,16,6,4,0,1,6,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"toluene",0.000178047059,206.006267152,20,6,8,0,3,290,9,0,0,1,2,1,1,0,0,0,0,0,0,0,1,0,0
"apin",4.70627698e-05,239.027730868,25,6,9,1,3,311,35,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0
"apin",5.21168178e-05,220.058302724,27,8,7,0,3,362,4,0,0,2,1,2,0,0,0,0,0,0,0,0,1,0,0
"toluene",0.00130453222,329.981902872,28,6,14,2,2,273,40,0,0,0,1,0,0,0,1,1,0,0,1,0,2,0,0
"toluene",1.96277501e-06,210.001181772,20,5,9,0,3,144,9,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
"decane",0.000564160843,277.07976644,34,10,8,1,1,193,40,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0
"toluene",0.0007309131019999,162.016437912,17,5,6,0,2,15,8,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
"apin",0.0340760445,235.069201756,29,8,7,1,1,69,40,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0
"toluene",0.00203689126,226.99134536,20,4,10,1,2,216,40,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0
"apin",4.03978732e-05,312.007723696,29,7,12,2,2,309,40,0,0,1,1,1,0,0,0,2,0,0,0,0,0,1,0
"toluene",0.0617365782,156.005873228,15,6,5,0,1,8,5,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"toluene",0.0200504016,222.99643074,20,5,9,1,1,65,31,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0
"apin",0.314504668,312.007723696,29,7,12,2,1,82,35,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
"toluene",4.20241239e-07,224.016831836,23,6,9,0,3,356,40,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0
"decane",0.000112423984,280.054279964,31,8,9,2,1,294,40,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0
"apin",4.68362365e-05,324.044109204,34,9,11,2,1,216,40,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,0
"toluene",7.23599469e-08,297.992073632,26,6,12,2,3,151,12,0,0,2,1,0,1,0,0,1,1,0,0,1,0,0,0
"toluene",1.7041717e-07,236.016831836,24,7,9,0,3,328,35,0,0,2,1,2,0,0,0,0,0,0,0,1,1,0,0
"decane",0.0419337575999999,226.04371528,25,5,8,2,1,115,40,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
"apin",0.00159179957,338.059759268,37,10,11,2,1,288,40,0,0,0,1,2,0,0,0,2,0,0,0,0,1,0,0
"toluene",0.00150978663,250.99134536,22,6,10,1,2,165,11,0,0,2,2,1,0,0,0,0,1,0,0,1,0,0,0
"decane",0.0096966135,263.100501884,35,10,7,1,1,254,40,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0
"decane",3.39863681e-09,238.141638424,38,10,6,0,4,413,40,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0
"toluene",0.00356959776,357.976817492,30,7,15,2,1,355,40,0,0,0,1,2,0,0,0,1,0,0,1,1,1,0,0
"apin",0.0004351189849999,206.04265266,24,7,7,0,3,105,7,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
"toluene",3.46259372e-06,269.001910044,25,6,11,1,4,88,6,0,0,3,0,2,0,0,0,0,1,0,0,1,1,0,0
"toluene",3.48900325e-09,171.01677226,17,6,5,1,3,4,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
"toluene",2.26559535e-07,226.0324819,25,6,9,0,4,618,40,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0
"apin",4.59735714e-08,299.048860236,33,8,11,1,3,878,40,0,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0
"toluene",1.19,225.012080804,22,5,9,1,2,34,24,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
"toluene",0.376405387,191.0066015,18,5,7,1,0,16,16,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0
"toluene",0.000152729602,249.012080804,24,7,9,1,2,11,6,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
"toluene",1.38604055e-08,300.991739284,27,6,13,1,4,205,3,0,0,1,0,0,0,0,1,1,0,0,0,0,1,2,0
"apin",6.34134199e-05,368.033938444,37,10,13,2,1,101,20,0,0,0,0,2,0,0,0,2,0,0,0,1,0,1,0
"toluene",1.36921316e-05,252.011746456,25,7,10,0,4,260,6,0,0,2,2,0,0,0,1,0,0,0,0,0,1,1,0
"toluene",0.00109422386,296.012809076,28,7,11,2,2,192,40,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0
"decane",1.88857287e-05,222.146723804,37,10,5,0,3,346,40,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
"apin",5.23884268e-05,314.059759268,35,8,11,2,2,185,15,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0
"toluene",9.498,171.01677226,17,6,5,1,0,3,3,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"toluene",0.00857132147,234.99643074,21,6,9,1,1,9,6,0,0,0,0,3,1,0,0,0,1,0,0,1,0,0,0
"apin",0.0005450001599999,324.044109204,34,9,11,2,1,168,40,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,0
"toluene",0.0024967186699999,222.001181772,21,6,9,0,3,257,5,0,0,1,1,2,0,0,0,0,0,0,0,0,1,1,0
"toluene",44.639,191.0066015,18,5,7,1,0,13,13,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0
"apin",0.361897805,294.069930028,34,9,9,2,0,16,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
"toluene",0.0484522733,262.99134536,23,7,10,1,1,122,35,0,0,0,3,1,0,0,1,1,0,0,0,0,1,0,0
